Stanox;Latitude;Longitude;CRS Code;NLCDesc;Station Name;Tiploc Code
15873;;;"''";"CLEVELAND BRIDGE & ENG";"''";"''"
15635;;;"''";"CLEVELAND POTASH EXPORT TERM";"''";"''"
58122;;;"''";"CLIFFE HILL GF";"''";"''"
58132;;;"''";"CLIFFE HILL STUD FARM GBRF";"''";"''"
58134;;;"''";"CLIFFE HILL STUD FARM QUARRY";"''";"''"
14238;;;"''";"CLIFFE HOUSE";"''";"''"
9315;;;"''";"CLIFTON & LOWTHER";"''";"''"
81258;;;"''";"CLIFTON DOWN SIGNAL B356";"''";"''"
82200;;;"''";"CLINK ROAD JN";"''";"''"
28210;;;"''";"CLIPSTONE COLLIERY";"''";"''"
28209;;;"''";"CLIPSTONE COLLIERY JCN";"''";"''"
28405;;;"''";"CLIPSTONE EAST JN";"''";"''"
28219;;;"''";"CLIPSTONE SOUTH JN";"''";"''"
28326;;;"''";"CLIPSTONE WEST JN";"''";"''"
29138;;;"''";"CLITHEROE (AXIOM/DBS)";"''";"''"
29142;;;"''";"CLITHEROE CASTLE CEMENT (FHH)";"''";"''"
9015;;;"''";"CLOSEBURN";"''";"''"
1093;;;"''";"CLUNES I.B.";"''";"''"
3257;;;"''";"CLUNYBRIDGE JN";"''";"''"
7025;;;"''";"CLYDE PORT AUTHORITY";"''";"''"
4521;;;"''";"CM&EE CRAIGENTINNY T&RSMD";"''";"''"
1113;;;"''";"CM&EE INVERNESS T&RSMD";"''";"''"
88425;;;"''";"CM&EE T&RSMD";"''";"''"
82097;;;"''";"CM&EE WAGON EXAMINATION";"''";"''"
46303;;;"''";"CMD";"''";"''"
77092;;;"''";"CMEE CARDIFF TIDAL CRIPPLE SDG";"''";"''"
15405;;;"''";"CMEE WHEEL LATHE ROAD";"''";"''"
85414;;;"''";"COAL CONCENTRATION DEPOT";"''";"''"
5025;;;"''";"COAL CONTRACTORS LTD";"''";"''"
42128;;;"''";"COAL YARD";"''";"''"
68141;;;"''";"COALEY JUNCTION";"''";"''"
58105;;;"''";"COALVILLE JN";"''";"''"
7319;;;"''";"COATBRIDGE C&W";"''";"''"
7311;;;"''";"COATBRIDGE CONTAINER BASE";"''";"''"
7310;;;"''";"COATBRIDGE D.G.L.";"''";"''"
7309;;;"''";"COATBRIDGE DRS";"''";"''"
7315;;;"''";"COATBRIDGE JN";"''";"''"
7318;;;"''";"COATBRIDGE SIGNAL M250";"''";"''"
7313;;;"''";"COATBRIDGE SIGNAL M253";"''";"''"
7320;;;"''";"COATBRIDGE SIGNAL M254";"''";"''"
56131;;;"''";"COATES PARK";"''";"''"
4108;;;"''";"COBBINSHAW";"''";"''"
4121;;;"''";"COBBINSHAW SIG EJ712";"''";"''"
4122;;;"''";"COBBINSHAW SIG EJ713";"''";"''"
15422;;;"''";"COBRA CONTAINERS";"''";"''"
4842;;;"''";"COCKBURNSPATH";"''";"''"
4808;;;"''";"COCKENZIE";"''";"''"
4807;;;"''";"COCKENZIE";"''";"''"
4815;;;"''";"COCKENZIE POWER STATION";"''";"''"
4816;;;"''";"COCKENZIE POWER STATION FHH";"''";"''"
4814;;;"''";"COCKENZIE PS TRAIN EXAM POINT";"''";"''"
79323;;;"''";"COCKETT WEST";"''";"''"
43220;;;"''";"COCKSHUTE W H S";"''";"''"
56515;;;"''";"CODNOR PK FORGE & MNMT FHH";"''";"''"
56514;;;"''";"CODNOR PK FORGE & MONUMNT SDG";"''";"''"
56512;;;"''";"CODNOR PK JN SIG TT92";"''";"''"
78709;;;"''";"COGAN JN";"''";"''"
83010;;;"''";"COGLOAD JUNCTION";"''";"''"
30126;;;"''";"COLAS RIBBLE RAIL";"''";"''"
50052;;;"''";"COLCHESTER GOODS LOOP";"''";"''"
49299;;;"''";"COLCHESTER SIGNAL 196";"''";"''"
50050;;;"''";"COLCHESTER SIGNAL 750";"''";"''"
49305;;;"''";"COLCHESTER SIGNAL 751";"''";"''"
50037;;;"''";"COLCHESTER SIGNAL CO1033";"''";"''"
50038;;;"''";"COLCHESTER SIGNAL CO1072";"''";"''"
50039;;;"''";"COLCHESTER SIGNAL CO16";"''";"''"
50040;;;"''";"COLCHESTER SIGNAL CO4013";"''";"''"
50053;;;"''";"COLCHESTER SUDBURY DOCK";"''";"''"
50054;;;"''";"COLCHESTER UP PASSENGER LOOP";"''";"''"
50051;;;"''";"COLCHESTER YARD";"''";"''"
50036;;;"''";"COLCHESTER-EAST GATE JUNCTION";"''";"''"
46148;;;"''";"COLDHAM";"''";"''"
47213;;;"''";"COLDHAM LANE JN";"''";"''"
83323;;;"''";"COLEFORD (NR/DR BOUNDARY)";"''";"''"
64227;;;"''";"COLEHAM CE SIDINGS";"''";"''"
66231;;;"''";"COLESHILL";"''";"''"
31342;;;"''";"COLLYHURST STREET R S";"''";"''"
73790;;;"''";"COLNBROOK BAA LOGISTICS";"''";"''"
73801;;;"''";"COLNBROOK COLAS RAIL";"''";"''"
73786;;;"''";"COLNBROOK ELF OIL";"''";"''"
73788;;;"''";"COLNBROOK FOSTER YEOMAN EWS";"''";"''"
73800;;;"''";"COLNBROOK LAFARGE";"''";"''"
73791;;;"''";"COLNBROOK LAFARGE_FLINER HH";"''";"''"
73789;;;"''";"COLNBROOK REPAIR POINT";"''";"''"
73792;;;"''";"COLNBROOK STOP BOARD";"''";"''"
9;;;"''";"COLOGNE HBF";"''";"''"
16460;;;"''";"COLTON JN";"''";"''"
16461;;;"''";"COLTON NORTH JN";"''";"''"
16491;;;"''";"COLTON SOUTH JN";"''";"''"
43328;;;"''";"COLWICH";"''";"''"
87983;;;"''";"COMERCIAL MANAGER LDN COASTWAY";"''";"''"
64235;;;"''";"CONDOVER";"''";"''"
24225;;;"''";"CONISBROUGH NORTH LOS";"''";"''"
24224;;;"''";"CONISBROUGH S1125";"''";"''"
24226;;;"''";"CONISBROUGH SOUTH LOS";"''";"''"
45177;;;"''";"CONNINGTON LOOP";"''";"''"
45173;;;"''";"CONNINGTON SOUTH";"''";"''"
45175;;;"''";"CONNINGTON TIP (FLHH)";"''";"''"
735;;;"''";"CONT TRAFFIC VIA MONDANE";"''";"''"
733;;;"''";"CONT TRAFFIC VIA TOURCOING";"''";"''"
89732;;;"''";"CONTINENTAL JUNCTION";"''";"''"
84419;;;"''";"COOMBE JUNCTION";"''";"''"
65202;;;"''";"COOPERS METALS";"''";"''"
68148;;;"''";"COOPERS METALS";"''";"''"
75004;;;"''";"COOPERS METALS";"''";"''"
54315;;;"''";"COPENHAGEN JN";"''";"''"
17152;;;"''";"COPLEY HILL WEST JUNCTION";"''";"''"
51936;;;"''";"COPPERMILL JN SIG L1005";"''";"''"
51937;;;"''";"COPPERMILL JUNCTION";"''";"''"
29004;;;"''";"COPY PIT";"''";"''"
87966;;;"''";"COPYHOLD JUNCTION";"''";"''"
60014;;;"''";"CORBY BSC AUTOMOTIVE TERMINAL";"''";"''"
60016;;;"''";"CORBY EURO-HUB";"''";"''"
13297;;;"''";"CORBY GATES S.B.";"''";"''"
60009;;;"''";"CORBY NORTH JUNCTION";"''";"''"
60010;;;"''";"CORBY NORTH RUN-ROUND LOOP";"''";"''"
60018;;;"''";"CORBY SIG MJ15";"''";"''"
60017;;;"''";"CORBY SIGNAL MJ24";"''";"''"
86955;;;"''";"CORFE CASTLE";"''";"''"
7125;;;"''";"CORKERHILL CARR SERVICING DEPT";"''";"''"
7126;;;"''";"CORKERHILL DEPOT JN";"''";"''"
10123;;;"''";"CORKICKLE YARD";"''";"''"
3167;;;"''";"CORNTON LEVEL CROSSING";"''";"''"
6012;;;"''";"CORPACH FREIGHTLINER";"''";"''"
6032;;;"''";"CORROUR C.E.";"''";"''"
75357;;;"''";"CORSHAM";"''";"''"
51102;;;"''";"CORYTON THAMES HAVEN TC";"''";"''"
65024;;;"''";"COSFORD DGL";"''";"''"
65026;;;"''";"COSFORD TAMPER SIDING";"''";"''"
65025;;;"''";"COSFORD UGL";"''";"''"
86302;;;"''";"COSHAM JUNCTION";"''";"''"
7939;;;"''";"COSTAIN CONCRETE";"''";"''"
64201;;;"''";"COTON HILL (DBS)";"''";"''"
64200;;;"''";"COTON HILL T C";"''";"''"
64202;;;"''";"COTON HILL TC GBRF";"''";"''"
26215;;;"''";"COTTAM";"''";"''"
26216;;;"''";"COTTAM POWER STATION";"''";"''"
26217;;;"''";"COTTAM POWER STATION CRIPPLE";"''";"''"
87899;;;"''";"COULSDON NORTH GROUND FRAME";"''";"''"
69115;;;"''";"COUNDON ROAD LC (COVENTRY)";"''";"''"
79595;;;"''";"COURT SART JUNCTION";"''";"''"
57434;;;"''";"COURTAULDS ACETATES";"''";"''"
88446;;;"''";"COURTHILL LOOP NORTH JN";"''";"''"
2110;;;"''";"COVE BAY";"''";"''"
7994;;;"''";"COVE LEVEL CROSSING";"''";"''"
7988;;;"''";"COVE SIGNAL MC862";"''";"''"
69204;;;"''";"COVENTRY NORTH JUNCTION";"''";"''"
69205;;;"''";"COVENTRY PARK JN";"''";"''"
69111;;;"''";"COVENTRY PROLOGIS PARK";"''";"''"
69208;;;"''";"COVENTRY SIG CB1532";"''";"''"
69206;;;"''";"COVENTRY SIG LC6517";"''";"''"
69201;;;"''";"COVENTRY YARD";"''";"''"
49009;;;"''";"COW GREEN CROSSOVER";"''";"''"
79790;;;"''";"COWBRIDGE ROAD S.B.";"''";"''"
3259;;;"''";"COWDENBEATH SIG EC941";"''";"''"
6420;;;"''";"COWLAIRS D.P.L.";"''";"''"
6424;;;"''";"COWLAIRS DOWN SIDINGS";"''";"''"
6423;;;"''";"COWLAIRS EAST JN";"''";"''"
6416;;;"''";"COWLAIRS NORTH JN";"''";"''"
6422;;;"''";"COWLAIRS SIGNALBOX";"''";"''"
6419;;;"''";"COWLAIRS SOUTH JN";"''";"''"
6421;;;"''";"COWLAIRS WEST P.L.";"''";"''"
83398;;;"''";"COWLEY BRIDGE JN";"''";"''"
7003;;;"''";"CPA CONTAINER DEPOT";"''";"''"
87206;;;"''";"CPAHAM JN PIG HILL SDGS";"''";"''"
19214;;;"''";"CRABLEY CREEK";"''";"''"
1130;;;"''";"CRADLEHALL";"''";"''"
15683;;;"''";"CRAG HALL";"''";"''"
15682;;;"''";"CRAG HALL SIGNAL C1";"''";"''"
12104;;;"''";"CRAG MILL LOOP";"''";"''"
6114;;;"''";"CRAIGENDORAN";"''";"''"
6112;;;"''";"CRAIGENDORAN JN";"''";"''"
6110;;;"''";"CRAIGENDORAN JN C.E.";"''";"''"
6116;;;"''";"CRAIGENDORAN WHL";"''";"''"
4517;;;"''";"CRAIGENTINNY JN";"''";"''"
4522;;;"''";"CRAIGENTINNY NXEC FHH FACILITY";"''";"''"
4518;;;"''";"CRAIGENTINNY PORTOBELLO SDGS";"''";"''"
2108;;;"''";"CRAIGINCHES DOWN SDG LOOP";"''";"''"
4689;;;"''";"CRAIGLOCKHART JN";"''";"''"
3005;;;"''";"CRAIGO CROSSOVER";"''";"''"
3003;;;"''";"CRAIGO S B";"''";"''"
89324;;;"''";"CRANMORE DOWN LOOP";"''";"''"
76380;;;"''";"CRAVEN ARMS SIGNAL CA16";"''";"''"
76383;;;"''";"CRAVEN ARMS SIGNAL CA19";"''";"''"
76381;;;"''";"CRAVEN ARMS UP SIDINGS";"''";"''"
88003;;;"''";"CRAWLEY NEW YARD";"''";"''"
88006;;;"''";"CRAWLEY NEW YARD (GBRF)";"''";"''"
88465;;;"''";"CRAYFORD CREEK JUNCTION";"''";"''"
88497;;;"''";"CRAYFORD SIGNAL NK1542";"''";"''"
88389;;;"''";"CRAYFORD SPUR";"''";"''"
88440;;;"''";"CRAYFORD SPUR A";"''";"''"
88436;;;"''";"CRAYFORD SPUR B";"''";"''"
48114;;;"''";"CRD";"''";"''"
83320;;;"''";"CREDITON SIDINGS";"''";"''"
49133;;;"''";"CREEK SIDING";"''";"''"
43505;;;"''";"CRESSWELL";"''";"''"
64222;;;"''";"CREWE BANK R S";"''";"''"
42174;;;"''";"CREWE BAS HALL S.S.M. GBRF";"''";"''"
42159;;;"''";"CREWE BASFORD HALL LHS";"''";"''"
42150;;;"''";"CREWE BASFORD HALL SIG 20";"''";"''"
42142;;;"''";"CREWE C.E.T. SDGS";"''";"''"
42148;;;"''";"CREWE C.S. (L&NWR SITE)";"''";"''"
42124;;;"''";"CREWE ELECTRIC MD";"''";"''"
42163;;;"''";"CREWE FLINER TERMINAL";"''";"''"
42152;;;"''";"CREWE GRESTY BRIDGE";"''";"''"
42161;;;"''";"CREWE GRESTY ROAD NO.1 SDGS";"''";"''"
42123;;;"''";"CREWE IEMD RESTRUCTURED TM";"''";"''"
42178;;;"''";"CREWE PAD REPAIR POINT";"''";"''"
42139;;;"''";"CREWE S S NORTH";"''";"''"
42182;;;"''";"CREWE SHUNTING NECK";"''";"''"
42122;;;"''";"CREWE SIG. CE 142";"''";"''"
42146;;;"''";"CREWE SIG. CE551";"''";"''"
42179;;;"''";"CREWE SIG.CE543";"''";"''"
42181;;;"''";"CREWE SIG.NH43/44 (SSN)";"''";"''"
42156;;;"''";"CREWE SIGNAL BH34";"''";"''"
42157;;;"''";"CREWE SIGNAL BH34";"''";"''"
42180;;;"''";"CREWE SSN SIG. NH19";"''";"''"
42016;;;"''";"CREWE UP MANCHESTER LOOP";"''";"''"
42158;;;"''";"CREWE VIRTUAL QUARRY";"''";"''"
42121;;;"''";"CREWE WORKS (TPS REQUIREMENT)";"''";"''"
20059;;;"''";"CREYKES";"''";"''"
6063;;;"''";"CRIANLARICH DOWN SIDING";"''";"''"
6054;;;"''";"CRIANLARICH DOWN SIDINGS";"''";"''"
6056;;;"''";"CRIANLARICH LOWER";"''";"''"
70079;;;"''";"CRICK GF";"''";"''"
63417;;;"''";"CRICKLEWOOD DEP NORTH CON";"''";"''"
63400;;;"''";"CRICKLEWOOD DEPOT";"''";"''"
63403;;;"''";"CRICKLEWOOD DEPOT EXIT RD";"''";"''"
63410;;;"''";"CRICKLEWOOD F/L HEAVY HAUL";"''";"''"
63412;;;"''";"CRICKLEWOOD LAFARGE";"''";"''"
63408;;;"''";"CRICKLEWOOD NORTH LONDON F.C.";"''";"''"
63416;;;"''";"CRICKLEWOOD NORTH REC LINE";"''";"''"
63413;;;"''";"CRICKLEWOOD NTH END GBF";"''";"''"
63414;;;"''";"CRICKLEWOOD RDP SHUNT NECK";"''";"''"
63304;;;"''";"CRICKLEWOOD RECEPT LINGER";"''";"''"
63299;;;"''";"CRICKLEWOOD RECESS SDGS GBRF";"''";"''"
63298;;;"''";"CRICKLEWOOD SCS (GBRF)";"''";"''"
63297;;;"''";"CRICKLEWOOD SIGNAL 539";"''";"''"
63415;;;"''";"CRICKLEWOOD SOUTH SIDINGS";"''";"''"
63302;;;"''";"CRICKLEWOOD WASH LINE";"''";"''"
89554;;;"''";"CRISMILL CROSSOVER";"''";"''"
59313;;;"''";"CROFT";"''";"''"
59312;;;"''";"CROFT QUARRY";"''";"''"
59309;;;"''";"CROFT QUARRY FLHH";"''";"''"
59310;;;"''";"CROFT QUARRY GBRF";"''";"''"
18035;;;"''";"CROFTON DEPOT";"''";"''"
18034;;;"''";"CROFTON EAST JN";"''";"''"
18033;;;"''";"CROFTON EAST SPUR";"''";"''"
87604;;;"''";"CROFTON ROAD JUNCTION";"''";"''"
18037;;;"''";"CROFTON WEST JN";"''";"''"
69418;;;"''";"CROPREDY";"''";"''"
9431;;;"''";"CROSBY GARRETT";"''";"''"
76633;;;"''";"CROSS KEYS JCN";"''";"''"
17034;;;"''";"CROSSLEY - EVANS";"''";"''"
35124;;;"''";"CROW NEST JUNCTION";"''";"''"
48224;;;"''";"CROWN POINT FUEL ROAD";"''";"''"
48523;;;"''";"CROXTON AHB";"''";"''"
85405;;;"''";"CRUGWALLINS SIDINGS";"''";"''"
40203;;;"''";"CRUMP WAGON REPAIRERS";"''";"''"
79499;;;"''";"CRYNANT";"''";"''"
87632;;;"''";"CRYSTAL PALACE VC167";"''";"''"
87623;;;"''";"CRYSTAL PALACE VC170";"''";"''"
84091;;;"''";"CS&TE SIDING";"''";"''"
78514;;;"''";"CSD";"''";"''"
16438;;;"''";"CSTE NO 3 SHED STORE";"''";"''"
16439;;;"''";"CSTE WORKSHOPS";"''";"''"
23427;;;"''";"CTT FORWARDINGS";"''";"''"
9419;;;"''";"CULGAITH CROSSOVER";"''";"''"
1131;;;"''";"CULLODEN";"''";"''"
83111;;;"''";"CULLOMPTON";"''";"''"
769;;;"''";"CULMONT-CHALINDREY  (FRANCE)";"''";"''"
7300;;;"''";"CUMBERNAULD D.R.S.";"''";"''"
7339;;;"''";"CUMBERNAULD SIG CN654";"''";"''"
9205;;;"''";"CUMMERSDALE VIADUCT";"''";"''"
9413;;;"''";"CUMWHINTON R S";"''";"''"
3208;;;"''";"CUPAR CP7";"''";"''"
3204;;;"''";"CUPAR DOWN SIDING";"''";"''"
65321;;;"''";"CURBOROUGH JN";"''";"''"
77094;;;"''";"CURRAN OILS";"''";"''"
9190;;;"''";"CURROCK JUNCTION";"''";"''"
51108;;;"''";"CURRY MARSH";"''";"''"
51107;;;"''";"CURRY MARSH SIDINGS";"''";"''"
63401;;;"''";"CURVE JN";"''";"''"
78323;;;"''";"CWMBARGOED";"''";"''"
78322;;;"''";"CWMBARGOED(RYAN INDUSTL FUELS)";"''";"''"
79520;;;"''";"CWMGWRACH";"''";"''"
66232;;;"''";"D C L";"''";"''"
81901;;;"''";"D O ENERGY (ESSO)";"''";"''"
78512;;;"''";"D.C.A.";"''";"''"
17181;;;"''";"D&F STEELS";"''";"''"
51406;;;"''";"DAGENHAM DOCK AMEY ROADSTONE";"''";"''"
51400;;;"''";"DAGENHAM DOCK RECEPTION";"''";"''"
51411;;;"''";"DAGENHAM DOCK RECP GBRF";"''";"''"
51409;;;"''";"DAGENHAM DOCK-R F S ENGRG";"''";"''"
51403;;;"''";"DAGENHAM DOWN YARD";"''";"''"
51361;;;"''";"DAGENHAM EAST";"''";"''"
51359;;;"''";"DAGENHAM EAST LT";"''";"''"
51397;;;"''";"DAGENHAM FORD MC SIG UR821";"''";"''"
51398;;;"''";"DAGENHAM FORD MC SIG UR826";"''";"''"
51412;;;"''";"DAGENHAM JUNCTION";"''";"''"
51404;;;"''";"DAGENHAM STORAGE";"''";"''"
8640;;;"''";"DAILLY";"''";"''"
83699;;;"''";"DAINTON TUNNEL";"''";"''"
29148;;;"''";"DAISYFIELD JUNCTION";"''";"''"
1121;;;"''";"DALCROSS";"''";"''"
36048;;;"''";"DALE LANE G.F.(KNOWSLEY)";"''";"''"
46243;;;"''";"DALGETTY FRANKLIN";"''";"''"
3105;;;"''";"DALGUSIE";"''";"''"
35511;;;"''";"DALLAM BRANCH WARRINGTON";"''";"''"
35509;;;"''";"DALLAM JUNCTION";"''";"''"
6052;;;"''";"DALMALLY C.E.";"''";"''"
8636;;;"''";"DALMELLINGTON-AYRSHIRE RLWY PV";"''";"''"
4205;;;"''";"DALMENY D.P.L.";"''";"''"
4204;;;"''";"DALMENY U.P.L.";"''";"''"
6318;;;"''";"DALMUIR";"''";"''"
6210;;;"''";"DALMUIR DOWN SIDING";"''";"''"
6212;;;"''";"DALMUIR SIG YY893";"''";"''"
6209;;;"''";"DALMUIR SIGNAL YY898";"''";"''"
3100;;;"''";"DALNACARDOCH TMG POINT";"''";"''"
1157;;;"''";"DALNASPIDAL TIMING POINT";"''";"''"
8013;;;"''";"DALRY";"''";"''"
8623;;;"''";"DALRYMPLE JN";"''";"''"
52052;;;"''";"DALSTON JUNCTION SIGNAL D101";"''";"''"
9212;;;"''";"DALSTON OIL TERM(GROUND FRAME)";"''";"''"
11269;;;"''";"DALTON JUNCTION";"''";"''"
1155;;;"''";"DALWHINNIE SIDING";"''";"''"
15875;;;"''";"DANBY WISKE";"''";"''"
65089;;;"''";"DARLASTON JN";"''";"''"
15872;;;"''";"DARLINGTON DOWN BYPASS";"''";"''"
15868;;;"''";"DARLINGTON DOWN SIDINGS";"''";"''"
15865;;;"''";"DARLINGTON NORTH";"''";"''"
15871;;;"''";"DARLINGTON PROG & NEW WORKS";"''";"''"
15863;;;"''";"DARLINGTON SOUTH";"''";"''"
15870;;;"''";"DARLINGTON UP LOOP";"''";"''"
15861;;;"''";"DARLINGTON UP S.S. (GBRF)";"''";"''"
15862;;;"''";"DARLINGTON UP SDGS (FLHH)";"''";"''"
42223;;;"''";"DARLINGTONS L.C.";"''";"''"
83632;;;"''";"DART VALLEY RAILWAY";"''";"''"
88444;;;"''";"DARTFORD DOWN SIDINGS";"''";"''"
88438;;;"''";"DARTFORD JUNCTION";"''";"''"
88445;;;"''";"DARTFORD UP SIDINGS";"''";"''"
88441;;;"''";"DARTFORD WEST JUNCTION";"''";"''"
75350;;;"''";"DAUNTSEY";"''";"''"
70083;;;"''";"DAVENTRY DIDC1 TIBBETT&BRITTEN";"''";"''"
70086;;;"''";"DAVENTRY DIDC2 TIBBET&BRITAIN";"''";"''"
70089;;;"''";"DAVENTRY DRS (SAINS)";"''";"''"
70092;;;"''";"DAVENTRY DRS (TESCO)";"''";"''"
70094;;;"''";"DAVENTRY FHH";"''";"''"
70088;;;"''";"DAVENTRY GBRF";"''";"''"
70082;;;"''";"DAVENTRY INT RFT INTERMODAL";"''";"''"
70080;;;"''";"DAVENTRY INT RFT RECEP EWS";"''";"''"
70074;;;"''";"DAVENTRY INT RFT RECEP FL";"''";"''"
70081;;;"''";"DAVENTRY INT RFT RECEP RFD";"''";"''"
70087;;;"''";"DAVENTRY IRFT (MALCOLM WH)";"''";"''"
70084;;;"''";"DAVENTRY IRFT CRIPPLE SDG";"''";"''"
70075;;;"''";"DAVENTRY NORTH JN";"''";"''"
70073;;;"''";"DAVENTRY RECEPTION SDGS (EP2)";"''";"''"
70077;;;"''";"DAVENTRY SOUTH JN";"''";"''"
1132;;;"''";"DAVIOT";"''";"''"
28112;;;"''";"DAVIS & SON";"''";"''"
66201;;;"''";"DAW MILL COLLIERY DBS";"''";"''"
66202;;;"''";"DAW MILL COLLIERY FHH";"''";"''"
66203;;;"''";"DAW MILL COLLIERY GBRf";"''";"''"
66206;;;"''";"DAW MILL EAST JN";"''";"''"
66204;;;"''";"DAW MILL TRAIN EXAM POINT";"''";"''"
66207;;;"''";"DAW MILL WEST JN";"''";"''"
14159;;;"''";"DAWDON";"''";"''"
73797;;;"''";"DAWLEY LOOP";"''";"''"
794;;;"''";"DAX";"''";"''"
73671;;;"''";"DAY & SONS";"''";"''"
89464;;;"''";"DEAL SIDINGS";"''";"''"
31515;;;"''";"DEAL STREET NO.3 SDGS";"''";"''"
86118;;;"''";"DEAN ENGINEERS";"''";"''"
31069;;;"''";"DEAN LANE";"''";"''"
31307;;;"''";"DEAN LANE RTS";"''";"''"
37228;;;"''";"DEANSGATE JN SIG. DJ19";"''";"''"
32406;;;"''";"DEANSGATE JUNCTION";"''";"''"
7042;;;"''";"DEANSIDE";"''";"''"
7045;;;"''";"DEANSIDE C.P.A GBRF";"''";"''"
7044;;;"''";"DEANSIDE CPA. FLT";"''";"''"
7053;;;"''";"DEANSIDE LOOP - RAILTRACK";"''";"''"
7043;;;"''";"DEANSIDE TRANSIT LTD";"''";"''"
64120;;;"''";"DECOY L.C.";"''";"''"
23453;;;"''";"DECOY NORTH JN";"''";"''"
38019;;;"''";"DEE JUNCTION";"''";"''"
38999;;;"''";"DEE MARSH C&W";"''";"''"
39001;;;"''";"DEE MARSH JUNCTION";"''";"''"
39000;;;"''";"DEE MARSH RECP";"''";"''"
39008;;;"''";"DEESIDE TITANIUM";"''";"''"
36403;;;"''";"DELETE";"''";"''"
74238;;;"''";"DELETE";"''";"''"
23417;;;"''";"DELETE";"''";"''"
67357;;;"''";"DELETE";"''";"''"
1051;;;"''";"DELNY";"''";"''"
7363;;;"''";"DELTA COAL & ENERGY CORPN";"''";"''"
927;;;"''";"DEN HAAG HS";"''";"''"
70263;;;"''";"DENBIGH HALL NORTH JN";"''";"''"
70265;;;"''";"DENBIGH HALL SOUTH JN";"''";"''"
32519;;;"''";"DENTON JUNCTION";"''";"''"
32502;;;"''";"DENTON STATION JN";"''";"''"
86123;;;"''";"DEPOT";"''";"''"
75011;;;"''";"DEPOT AND STORES";"''";"''"
63402;;;"''";"DEPOT JN";"''";"''"
88455;;;"''";"DEPOT MGR - HITHER GREEN";"''";"''"
57400;;;"''";"DERBY GAS TANK SIDINGS";"''";"''"
57402;;;"''";"DERBY NORTH DOC SIDINGS";"''";"''"
57422;;;"''";"DERBY RTC (FRAGONSET)";"''";"''"
57441;;;"''";"DERBY ST ANDREWS ECONOMAC";"''";"''"
57220;;;"''";"DERBY ST MARYS JUNCTION";"''";"''"
57414;;;"''";"DERBY TOP YARD NECK";"''";"''"
27114;;;"''";"DERBYSHIRE COALITE&CHEM";"''";"''"
59421;;;"''";"DESBOROUGH";"''";"''"
58138;;;"''";"DESFORD";"''";"''"
84202;;;"''";"DEVONPORT ROYAL DOCKYARD";"''";"''"
18431;;;"''";"DEWSBURY BRANCH JN";"''";"''"
18433;;;"''";"DEWSBURY RAILWAY ST TILCON";"''";"''"
74320;;;"''";"DIDCOT EAST JN";"''";"''"
74310;;;"''";"DIDCOT FUELLING POINT";"''";"''"
74326;;;"''";"DIDCOT MILTON SDG FL";"''";"''"
74322;;;"''";"DIDCOT NORTH JN";"''";"''"
74306;;;"''";"DIDCOT POWER STATION D&C";"''";"''"
74328;;;"''";"DIDCOT POWER STATION GBRF";"''";"''"
74318;;;"''";"DIDCOT PS CRIPPLE SIDING";"''";"''"
74323;;;"''";"DIDCOT PWR STN FLINER HVY HAUL";"''";"''"
74308;;;"''";"DIDCOT SIGNAL SN940";"''";"''"
74321;;;"''";"DIDCOT WEST CURVE JN";"''";"''"
74316;;;"''";"DIDCOT WEST END";"''";"''"
74312;;;"''";"DIDCOT YARD";"''";"''"
74314;;;"''";"DIDCOT YARD";"''";"''"
32106;;;"''";"DIGGLE JN DOWN PASS LOOP";"''";"''"
32105;;;"''";"DIGGLE JUNCTION";"''";"''"
53233;;;"''";"DIGSWELL";"''";"''"
771;;;"''";"DIJON-PERRIGNY";"''";"''"
51;;;"''";"DILLINGEN (SAARLOUIS)";"''";"''"
47050;;;"''";"DIMMOCKS COTE AHB";"''";"''"
76372;;;"''";"DINMORE TUNNELS";"''";"''"
26302;;;"''";"DINNINGTON COLLIERY JN";"''";"''"
26303;;;"''";"DINNINGTON SIG WP605";"''";"''"
26304;;;"''";"DINNINGTON SIG WP606";"''";"''"
49003;;;"''";"DISS RECEPTION SIDINGS";"''";"''"
3383;;;"''";"DISTILLERS CO (YEAST)";"''";"''"
72221;;;"''";"DISTILLERS M.G.";"''";"''"
36401;;;"''";"DITTON";"''";"''"
36410;;;"''";"DITTON";"''";"''"
36411;;;"''";"DITTON (O'CONNOR SDGS) (DRS)";"''";"''"
36398;;;"''";"DITTON FOUNDRY LANE (AHC) GBRF";"''";"''"
36399;;;"''";"DITTON FOUNDRY LANE C&W";"''";"''"
36402;;;"''";"DITTON FOUNDRY LANE(AHC) EWS";"''";"''"
36406;;;"''";"DITTON FOUNDRY LANE(AHC) FLR";"''";"''"
36409;;;"''";"DITTON RECEPTION HEADSHUNT";"''";"''"
36407;;;"''";"DITTON WEST JUNCTION";"''";"''"
45101;;;"''";"DMEE CONSTRUCTION DEPOT";"''";"''"
19101;;;"''";"DMUD BOTANIC GARDENS";"''";"''"
63624;;;"''";"DOCK JUNCTION NORTH";"''";"''"
63623;;;"''";"DOCK JUNCTION SOUTH";"''";"''"
89728;;;"''";"DOLLANDS MOOR (EUROPORTE 2)";"''";"''"
89726;;;"''";"DOLLANDS MOOR (GBRF)";"''";"''"
89729;;;"''";"DOLLANDS MOOR COLAS RAIL";"''";"''"
