Stanox;Latitude;Longitude;CRS Code;NLCDesc;Station Name;Tiploc Code
8012;;;"''";"ROCHE PRODUCTS";"''";"''"
89002;;;"''";"ROCHESTER BRIDGE JUNCTION";"''";"''"
89005;;;"''";"ROCHESTER DOWN LOOP";"''";"''"
89003;;;"''";"ROCHESTER SIGNAL 26";"''";"''"
40127;;;"''";"ROCKCLIFFE HALL";"''";"''"
85230;;;"''";"ROCKS MECHANICAL DRIES ECC SDG";"''";"''"
26226;;;"''";"ROCKWARE GLASS";"''";"''"
23401;;;"''";"ROCKWARE GLASS";"''";"''"
18021;;;"''";"ROCKWARE GLASS LTD(JACKSON BR)";"''";"''"
86124;;;"''";"ROGERS & COOKE";"''";"''"
16437;;;"''";"ROLLING STOCK TECHNICIANS";"''";"''"
57454;;;"''";"ROLLS ROYCE (SINFIN)";"''";"''"
87580;;;"''";"ROLT STREET JUNCTION";"''";"''"
50403;;;"''";"ROMFORD ENGINEERS SIDINGS";"''";"''"
50402;;;"''";"ROMFORD RECEPTION ROAD";"''";"''"
50399;;;"''";"ROMFORD SIGNAL 440";"''";"''"
50398;;;"''";"ROMFORD SIGNAL L450";"''";"''"
50404;;;"''";"ROMFORD SIGNAL L5107";"''";"''"
86128;;;"''";"ROMSEY SIGNAL E995";"''";"''"
65904;;;"''";"ROOD END GOODS";"''";"''"
909;;;"''";"ROOSENDAAL";"''";"''"
87019;;;"''";"ROPLEY";"''";"''"
69510;;;"''";"ROSE FARM CROSSING";"''";"''"
1098;;;"''";"ROSE STREET SIGNALBOX";"''";"''"
7348;;;"''";"ROSEHALL JN";"''";"''"
69;;;"''";"ROSENHEIM";"''";"''"
9217;;;"''";"ROSEWAIN LC";"''";"''"
85621;;;"''";"ROSKEAR JUNCTION";"''";"''"
41126;;;"''";"ROSSETT LC";"''";"''"
23483;;;"''";"ROSSINGTON COLLIERY JUNCTION";"''";"''"
23484;;;"''";"ROSSINGTON LOADING POINT";"''";"''"
3337;;;"''";"ROSYTH DOCK C&W";"''";"''"
3324;;;"''";"ROSYTH DOCK FHH";"''";"''"
3340;;;"''";"ROSYTH DOCKYARD";"''";"''"
3339;;;"''";"ROSYTH DOCKYARD";"''";"''"
25007;;;"''";"ROTHERHAM (BOOTHS) GBRf";"''";"''"
25016;;;"''";"ROTHERHAM HOLMES LANE(CLOSED)";"''";"''"
25010;;;"''";"ROTHERHAM MASBOROUGH (FLHH)";"''";"''"
25009;;;"''";"ROTHERHAM MASBOROUGH EWS";"''";"''"
24796;;;"''";"ROTHERHAM S1068";"''";"''"
24797;;;"''";"ROTHERHAM S1071";"''";"''"
24798;;;"''";"ROTHERHAM S1072";"''";"''"
24800;;;"''";"ROTHERHAM SIG S.748";"''";"''"
6331;;;"''";"ROTHESAY DOCK";"''";"''"
2020;;;"''";"ROTHIEMAY";"''";"''"
918;;;"''";"ROTTERDAM CS";"''";"''"
65724;;;"''";"ROUND OAK DUDLEY RLC";"''";"''"
65725;;;"''";"ROUND OAK RAIL TERMINAL";"''";"''"
24406;;;"''";"ROUNDWOOD C&W";"''";"''"
24701;;;"''";"ROUNDWOOD CHORD";"''";"''"
49142;;;"''";"ROUTES LEVEL CROSSING NO.8";"''";"''"
66428;;;"''";"ROWLAND A (SAVILLE GORDON)";"''";"''"
65922;;;"''";"ROWLEY REGIS DOWN GOODS";"''";"''"
22052;;;"''";"ROXBY GULLET";"''";"''"
22053;;;"''";"ROXBY GULLET REP (FL)";"''";"''"
22048;;;"''";"ROXBY GULLET REPAIR POINT";"''";"''"
73102;;;"''";"ROYAL OAK HEADSHUNT";"''";"''"
73110;;;"''";"ROYAL OAK PORTAL (DBS)";"''";"''"
73103;;;"''";"ROYAL OAK SIDINGS";"''";"''"
53006;;;"''";"ROYSTON (HERTS) LOOP";"''";"''"
18083;;;"''";"ROYSTON (YORKS)";"''";"''"
6060;;;"''";"RS";"''";"''"
55215;;;"''";"RS";"''";"''"
56562;;;"''";"RS (UP SIDINGS)";"''";"''"
70033;;;"''";"RS&TE MTNCE EQUIPMENT DEPOT";"''";"''"
48304;;;"''";"RT ROADSTONE";"''";"''"
7245;;;"''";"RTO CHARGES RETAIL HQ";"''";"''"
32325;;;"''";"RTS REFUSE TREATMENT PLANT";"''";"''"
52207;;;"''";"RUCKHOLT ROAD JUNCTION";"''";"''"
55409;;;"''";"RUDDINGTON GT CENTRAL RAILWAY";"''";"''"
28325;;;"''";"RUFFORD JUNCTION";"''";"''"
28203;;;"''";"RUFFORD NO.1 STOCKING SITE";"''";"''"
70020;;;"''";"RUGBY ARRIVAL SIDINGS";"''";"''"
70035;;;"''";"RUGBY CARRIAGE SIDINGS (FL)";"''";"''"
70021;;;"''";"RUGBY DEPOT ACCESS LINE";"''";"''"
69195;;;"''";"RUGBY LONG LAWFORD JUNC";"''";"''"
70014;;;"''";"RUGBY NEW BILTON";"''";"''"
70013;;;"''";"RUGBY NEW BILTON EWS";"''";"''"
70018;;;"''";"RUGBY NORFROST";"''";"''"
70028;;;"''";"RUGBY NORTH JUNCTION";"''";"''"
89201;;;"''";"RUGBY PORTLAND CEMENT";"''";"''"
70012;;;"''";"RUGBY RTR DEPOT";"''";"''"
70039;;;"''";"RUGBY SIGNAL KR9649";"''";"''"
70041;;;"''";"RUGBY SIGNAL KR9653";"''";"''"
70043;;;"''";"RUGBY SIGNAL KR9655";"''";"''"
70011;;;"''";"RUGBY SIGNAL NR5363";"''";"''"
70036;;;"''";"RUGBY SIGNAL NR9165";"''";"''"
70037;;;"''";"RUGBY SIGNAL NR9171";"''";"''"
70048;;;"''";"RUGBY SIGNAL RC9304";"''";"''"
70038;;;"''";"RUGBY SIGNAL RC9310";"''";"''"
70023;;;"''";"RUGBY SIGNAL RN3370";"''";"''"
70047;;;"''";"RUGBY SIGNAL RN4179";"''";"''"
70026;;;"''";"RUGBY SIGNAL RN5368";"''";"''"
70027;;;"''";"RUGBY SIGNAL RN9177";"''";"''"
70044;;;"''";"RUGBY SIGNAL RN9669";"''";"''"
70046;;;"''";"RUGBY SIGNAL RN9671";"''";"''"
70034;;;"''";"RUGBY SOUTH JUNCTION";"''";"''"
70029;;;"''";"RUGBY TRENT VALLEY JUNCTION";"''";"''"
70025;;;"''";"RUGBY UDT SIGNAL RN4184";"''";"''"
70024;;;"''";"RUGBY UGL SIGNAL RN4182";"''";"''"
70016;;;"''";"RUGBY UP SDGS - VIRTUAL QUARRY";"''";"''"
70019;;;"''";"RUGBY UP SIDINGS VQ REPAIR PT";"''";"''"
65500;;;"''";"RUGELEY B POWER STATION (FHH)";"''";"''"
65509;;;"''";"RUGELEY B POWER STATION JN";"''";"''"
43330;;;"''";"RUGELEY ENGINEERS SIDINGS";"''";"''"
43332;;;"''";"RUGELEY G F";"''";"''"
65503;;;"''";"RUGELEY PS (FGD) GBRF";"''";"''"
65502;;;"''";"RUGELEY PS CRIPPLE SIDING";"''";"''"
65508;;;"''";"RUGELEY SIG RR9405";"''";"''"
43336;;;"''";"RUGELEY TV SIG CH54";"''";"''"
43337;;;"''";"RUGELEY TV SIG CH55";"''";"''"
73422;;;"''";"RUISLIP GARDENS JUNCTION";"''";"''"
77084;;;"''";"RUMNEY RIVER BRIDGE JN";"''";"''"
36510;;;"''";"RUNCORN FOLLY LANE (FLHH)";"''";"''"
74021;;;"''";"RUSCOMBE LOOP";"''";"''"
75240;;;"''";"RUSHEY PLATT";"''";"''"
26213;;;"''";"RUSHEY SIDINGS AHB";"''";"''"
7287;;;"''";"RUTHERGLEN";"''";"''"
7273;;;"''";"RUTHERGLEN (TRAINING CENTRE)";"''";"''"
7286;;;"''";"RUTHERGLEN CENTRAL JN";"''";"''"
7278;;;"''";"RUTHERGLEN EAST JN";"''";"''"
7288;;;"''";"RUTHERGLEN NORTH JN";"''";"''"
7291;;;"''";"RUTHERGLEN SIGNAL G849";"''";"''"
7293;;;"''";"RUTHERGLEN SIGNAL G873";"''";"''"
7290;;;"''";"RUTHERGLEN WEST CURVE";"''";"''"
9028;;;"''";"RUTHWELL SIGNALBOX";"''";"''"
7292;;;"''";"RUTNERGLEN WEST JN";"''";"''"
77101;;;"''";"RYAN";"''";"''"
77102;;;"''";"RYANS FLETCHERS WHARF";"''";"''"
86308;;;"''";"RYDE DRIVERS";"''";"''"
86300;;;"''";"RYDE ESPLANADE SIG. 32";"''";"''"
89440;;;"''";"RYE SIGNAL RY27";"''";"''"
89442;;;"''";"RYE SIGNAL RY4";"''";"''"
65533;;;"''";"RYECROFT JN";"''";"''"
14147;;;"''";"RYHOPE GRANGE";"''";"''"
14148;;;"''";"RYHOPE GRANGE SIDINGS";"''";"''"
9543;;;"''";"RYLSTONE";"''";"''"
9541;;;"''";"RYLSTONE";"''";"''"
9545;;;"''";"RYLSTONE LEVEL CROSSING";"''";"''"
9542;;;"''";"RYLSTONE TILCON";"''";"''"
16465;;;"''";"RYTHER VIADUCTS";"''";"''"
40307;;;"''";"S & T E SDG";"''";"''"
42167;;;"''";"S & T SERVICE CENTRE";"''";"''"
17134;;;"''";"S AND TE";"''";"''"
33086;;;"''";"S.NORTON";"''";"''"
89429;;;"''";"S&C PROD MGR-HERNE HILL";"''";"''"
47217;;;"''";"S&T CAMBRIDGE STORES DELIVERY";"''";"''"
43318;;;"''";"S&T MERCURY/DINHAM SIDINGS";"''";"''"
15848;;;"''";"S&T WHESSOE LANE STORE";"''";"''"
18057;;;"''";"S&TE";"''";"''"
3219;;;"''";"S&TE DEPOT";"''";"''"
65829;;;"''";"S&TE SIDING";"''";"''"
87263;;;"''";"S&TE SIDING";"''";"''"
42164;;;"''";"S&TE SIDINGS";"''";"''"
70308;;;"''";"S&TE STORE";"''";"''"
59262;;;"''";"SAFFRON LANE GROUND FRAME";"''";"''"
4614;;;"''";"SAI";"''";"''"
87906;;;"''";"SALFORDS: DAY & SON";"''";"''"
86121;;;"''";"SALISBURY EAST CARR SDGS";"''";"''"
86126;;;"''";"SALISBURY SIGNAL SY217";"''";"''"
86120;;;"''";"SALISBURY YARD";"''";"''"
43311;;;"''";"SALOP BRANCH RS";"''";"''"
42130;;;"''";"SALOP GOODS JN";"''";"''"
15673;;;"''";"SALTBURN WEST JN";"''";"''"
66322;;;"''";"SALTLEY DUNNS SDGS";"''";"''"
66320;;;"''";"SALTLEY F&I POINT";"''";"''"
40220;;;"''";"SALTNEY JN";"''";"''"
89733;;;"''";"SALTWOOD JUNCTION";"''";"''"
105;;;"''";"SALZBURG";"''";"''"
42010;;;"''";"SANDBACH";"''";"''"
87741;;;"''";"SANDERSTEAD SIGNAL T1356";"''";"''"
56574;;;"''";"SANDIACRE BALLAST SIDINGS REP";"''";"''"
43310;;;"''";"SANDON";"''";"''"
62205;;;"''";"SANDON";"''";"''"
62425;;;"''";"SANDRIDGE";"''";"''"
65820;;;"''";"SANDWELL & DUDLEY SIG NS363";"''";"''"
45601;;;"''";"SANDY FREIGHT DEPOT";"''";"''"
45604;;;"''";"SANDY SOUTH";"''";"''"
40212;;;"''";"SANDYCROFT";"''";"''"
22017;;;"''";"SANTON FOT";"''";"''"
68163;;;"''";"SAPPERTON";"''";"''"
80427;;;"''";"SARNAU LEVEL CROSSING";"''";"''"
765;;;"''";"SARREBOURG";"''";"''"
11;;;"''";"SASSNITZ MUKRAN";"''";"''"
66326;;;"''";"SATLEY REPAIR POINT";"''";"''"
74817;;;"''";"SAVERNAKE";"''";"''"
59128;;;"''";"SAXBY";"''";"''"
46287;;;"''";"SAXHAM";"''";"''"
49117;;;"''";"SAXMUNDHAM TAMPER SIDING";"''";"''"
7937;;;"''";"SB METER(GARRIONGILL)";"''";"''"
2058;;;"''";"SCATTER BURNS";"''";"''"
937;;;"''";"SCHIPOL";"''";"''"
44094;;;"''";"SCOPWICK";"''";"''"
8723;;;"''";"SCOTTISH OILS";"''";"''"
74267;;;"''";"SCOURS LANE JN";"''";"''"
57474;;;"''";"SCROPTON";"''";"''"
57475;;;"''";"SCROPTON S.B(MCG)";"''";"''"
15902;;;"''";"SCRUTON (RT TEST)";"''";"''"
22044;;;"''";"SCUNTHORPE";"''";"''"
22035;;;"''";"SCUNTHORPE";"''";"''"
22039;;;"''";"SCUNTHORPE ANCHOR REPAIR SDGS";"''";"''"
22034;;;"''";"SCUNTHORPE ANCHOR SIDINGS";"''";"''"
22026;;;"''";"SCUNTHORPE APPLEBY FROD CTT";"''";"''"
22024;;;"''";"SCUNTHORPE ASW ROD MILL";"''";"''"
22036;;;"''";"SCUNTHORPE B.S.C.";"''";"''"
22025;;;"''";"SCUNTHORPE CHP (COLAS RAIL)";"''";"''"
22023;;;"''";"SCUNTHORPE COAL HANDLING PLANT";"''";"''"
22042;;;"''";"SCUNTHORPE FRIEGHT DEPOT REP";"''";"''"
22043;;;"''";"SCUNTHORPE FRODINGHAM";"''";"''"
22022;;;"''";"SCUNTHORPE HOLDING SIDINGS";"''";"''"
22041;;;"''";"SCUNTHORPE MARSHALLING YARD";"''";"''"
22037;;;"''";"SCUNTHORPE MILLS EXCH SDGS";"''";"''"
22040;;;"''";"SCUNTHORPE REDBOURNE SDG";"''";"''"
22050;;;"''";"SCUNTHORPE ROXBY GULLET";"''";"''"
22065;;;"''";"SCUNTHORPE SIG 319";"''";"''"
22062;;;"''";"SCUNTHORPE SIGNAL S20";"''";"''"
22030;;;"''";"SCUNTHORPE SINTER PLANT";"''";"''"
22063;;;"''";"SCUNTHORPE STATION SIDINGS";"''";"''"
22033;;;"''";"SCUNTHORPE TRENT YARD MAINT PT";"''";"''"
22045;;;"''";"SCUNTHORPE WEST JN";"''";"''"
51312;;;"''";"SEABROOK SIDINGS";"''";"''"
36100;;;"''";"SEAFORTH C.T.  MDHC";"''";"''"
36102;;;"''";"SEAFORTH C.T. (GBRF)";"''";"''"
36101;;;"''";"SEAFORTH CONTAINER TERMINAL";"''";"''"
36099;;;"''";"SEAFORTH CT(MDHC-FRGTLNRS)";"''";"''"
36097;;;"''";"SEAFORTH GRAIN TERMINAL";"''";"''"
14154;;;"''";"SEAHAM HARBOUR";"''";"''"
14155;;;"''";"SEAHAM HARBOUR";"''";"''"
15000;;;"''";"SEAL SANDS";"''";"''"
15002;;;"''";"SEAL SANDS (SIMON STORAGE)";"''";"''"
14998;;;"''";"SEAL SANDS RUNROUND LOOP";"''";"''"
734;;;"''";"SEALINK FOR CONT (VIA BASEL)";"''";"''"
731;;;"''";"SEALINK FOR CONTINENT (OTHER)";"''";"''"
89692;;;"''";"SEALINK/BR (ETYS FOR TRANSHIP)";"''";"''"
42303;;;"''";"SEARCHLIGHT LANE JN";"''";"''"
83464;;;"''";"SEATON JUNCTION";"''";"''"
14244;;;"''";"SEATON SNOOK JN";"''";"''"
60004;;;"''";"SEATON VIADUCT";"''";"''"
14251;;;"''";"SEATON-ON-TEES ABLE UK";"''";"''"
3060;;;"''";"SECTION MAN DUNDEE CONC";"''";"''"
6016;;;"''";"SECTION MAN FT WILLIAM CONC";"''";"''"
3329;;;"''";"SECTION MAN INV'KEITH CONC";"''";"''"
8107;;;"''";"SECTION MAN KILWINNING CONC";"''";"''"
66403;;;"''";"SECTION SIDING";"''";"''"
34100;;;"''";"SECTION SIDINGS";"''";"''"
12251;;;"''";"SEGHILL NORTH";"''";"''"
16526;;;"''";"SELBY (FLHH)";"''";"''"
16520;;;"''";"SELBY (GB RAILFREIGHT)";"''";"''"
16518;;;"''";"SELBY CANAL JN";"''";"''"
16522;;;"''";"SELBY FREIGHT DEPOT";"''";"''"
16524;;;"''";"SELBY MELMERBY ESTATES";"''";"''"
16527;;;"''";"SELBY REPAIR SIDING";"''";"''"
16521;;;"''";"SELBY UP SIDINGS";"''";"''"
16517;;;"''";"SELBY WEST JN";"''";"''"
87639;;;"''";"SELHURST  T&RS  MD  M&EE   NSC";"''";"''"
87638;;;"''";"SELHURST DEPOT (FORK ARRIVAL)";"''";"''"
87642;;;"''";"SELHURST DEPOT FIELD SDGS";"''";"''"
87646;;;"''";"SELHURST DEPOT SIG S2";"''";"''"
87653;;;"''";"SELHURST DEPOT SIG S4";"''";"''"
87654;;;"''";"SELHURST DEPOT SIG T68";"''";"''"
87655;;;"''";"SELHURST DEPOT SIG T76";"''";"''"
87636;;;"''";"SELHURST SHUNT SIGNAL 1051";"''";"''"
10209;;;"''";"SELLAFIELD";"''";"''"
10202;;;"''";"SELLAFIELD (BNF)";"''";"''"
10207;;;"''";"SELLAFIELD (DBS)";"''";"''"
10208;;;"''";"SELLAFIELD C&W";"''";"''"
10210;;;"''";"SELLAFIELD SIGNAL SD18";"''";"''"
87742;;;"''";"SELSDON (TEST TRAINS)";"''";"''"
82331;;;"''";"SEMLEY";"''";"''"
9523;;;"''";"SETTLE JUNCTION";"''";"''"
51954;;;"''";"SEVEN SISTERS SIGNAL L5511";"''";"''"
89352;;;"''";"SEVENOAKS C.H.S.";"''";"''"
89344;;;"''";"SEVENOAKS GUSSET";"''";"''"
89353;;;"''";"SEVENOAKS GUSSET SIDING";"''";"''"
89343;;;"''";"SEVENOAKS SIG 2035";"''";"''"
89340;;;"''";"SEVENOAKS SIG 2037";"''";"''"
76091;;;"''";"SEVERN TUNNEL EAST";"''";"''"
76096;;;"''";"SEVERN TUNNEL SIG NT1228";"''";"''"
76094;;;"''";"SEVERN TUNNEL SIG NT1730";"''";"''"
76087;;;"''";"SEVERN TUNNEL UP GOODS LOOP";"''";"''"
76089;;;"''";"SEVERN TUNNEL WEST";"''";"''"
76088;;;"''";"SEVERN TUNNEL WEST LOOP";"''";"''"
81212;;;"''";"SEVERNSIDE SITA";"''";"''"
89745;;;"''";"SEVINGTON LOOP";"''";"''"
89744;;;"''";"SEVINGTON UE91 SIGNAL";"''";"''"
27120;;;"''";"SEYMOUR SIDINGS";"''";"''"
27121;;;"''";"SEYMOUR YARD";"''";"''"
87184;;;"''";"SHACKLEGATE JN SIGNAL F413";"''";"''"
87180;;;"''";"SHACKLEGATE JN SIGNAL F414";"''";"''"
87164;;;"''";"SHACKLEGATE JUNCTION";"''";"''"
52086;;;"''";"SHADWELL CROSSOVER";"''";"''"
23221;;;"''";"SHAFTHOLME JN";"''";"''"
87077;;;"''";"SHALFORD GD1341";"''";"''"
87080;;;"''";"SHALFORD JN";"''";"''"
9328;;;"''";"SHAP HARDENDALE QUARRY JN";"''";"''"
9319;;;"''";"Shap Harrisons Quarry GBRf";"''";"''"
9321;;;"''";"SHAP HARRISONS SDGS LOOP";"''";"''"
9318;;;"''";"SHAP SIG CE148";"''";"''"
9325;;;"''";"SHAP SUMMIT (FHH)";"''";"''"
9320;;;"''";"SHAP SUMMIT DOWN SIDING";"''";"''"
9326;;;"''";"SHAP SUMMIT QUARRY";"''";"''"
62001;;;"''";"SHARNBROOK JN";"''";"''"
61121;;;"''";"SHARNBROOK SUMMIT";"''";"''"
68146;;;"''";"SHARPNESS DOCKS";"''";"''"
32398;;;"''";"SHARSTON JN (NORTHENDEN)";"''";"''"
35400;;;"''";"SHAW STREET STATION (PRS)";"''";"''"
7284;;;"''";"SHAWFIELD JN";"''";"''"
86051;;;"''";"SHAWFORD JN";"''";"''"
89135;;;"''";"SHEERNESS SIDINGS";"''";"''"
89136;;;"''";"SHEERNESS STEEL CO PS";"''";"''"
89147;;;"''";"SHEERNESS STEEL GBRF";"''";"''"
89133;;;"''";"SHEERNESS STEEL WORKS FLHH";"''";"''"
56598;;;"''";"SHEET STORES JN";"''";"''"
25699;;;"''";"SHEFFIELD CARRIAGE SIDINGS";"''";"''"
25697;;;"''";"SHEFFIELD H.S.";"''";"''"
25698;;;"''";"SHEFFIELD SHREWSBURY RD FP";"''";"''"
24503;;;"''";"SHEFFIELD SIG S1092";"''";"''"
25691;;;"''";"SHEFFIELD SIGNAL S52";"''";"''"
25696;;;"''";"SHEFFIELD SIGNAL S77";"''";"''"
25702;;;"''";"SHEFFIELD SIGNAL S81";"''";"''"
25695;;;"''";"SHEFFIELD SIGNAL S82";"''";"''"
25692;;;"''";"SHEFFIELD SIGNAL S89";"''";"''"
25693;;;"''";"SHEFFIELD SIGNAL S91";"''";"''"
25694;;;"''";"SHEFFIELD SIGNAL S92";"''";"''"
25365;;;"''";"SHEFFIELD VICTORIA";"''";"''"
13033;;;"''";"SHELL";"''";"''"
38362;;;"''";"SHELL";"''";"''"
6047;;;"''";"SHELL (BRUCE LINDSAY)";"''";"''"
3134;;;"''";"SHELL (CHEMICAL SPRAYING)";"''";"''"
32414;;;"''";"SHELL CHEMICALS";"''";"''"
38373;;;"''";"SHELL DEPARTURE SIDINGS";"''";"''"
51105;;;"''";"SHELL HAVEN T C";"''";"''"
15643;;;"''";"SHELL JUNCTION";"''";"''"
51106;;;"''";"SHELL REEDHAM";"''";"''"
38381;;;"''";"SHELL STAR STOPBOARD";"''";"''"
64608;;;"''";"SHELL(ABERYSTWTH OIL DISTRBTR)";"''";"''"
76370;;;"''";"SHELWICK JUNCTION";"''";"''"
50342;;;"''";"SHENFIELD SIGNAL L5140";"''";"''"
50313;;;"''";"SHENFIELD SIGNAL L528";"''";"''"
50319;;;"''";"SHENFIELD SIGNAL L538";"''";"''"
50338;;;"''";"SHENFIELD UP LOOP";"''";"''"
50320;;;"''";"SHENFIELD UP SIDING";"''";"''"
50241;;;"''";"SHENFIELD/CHELMSFORD LOOP";"''";"''"
50329;;;"''";"SHENIELD LONDON END JUNCTION";"''";"''"
25206;;;"''";"SHEPCOTE LANE JN";"''";"''"
87256;;;"''";"SHEPHERDS LANE JUNCTION";"''";"''"
89525;;;"''";"SHEPHERDS WELL SIG EK4459";"''";"''"
89526;;;"''";"SHEPHERDS WELL UP SIDING";"''";"''"
47250;;;"''";"SHEPRETH BRANCH JN";"''";"''"
16498;;;"''";"SHERBURN SOUTH JN";"''";"''"
48011;;;"''";"SHERINGHAM N N RAILWAY";"''";"''"
53003;;;"''";"SHERRIFF";"''";"''"
6711;;;"''";"SHETTLESTON";"''";"''"
6709;;;"''";"SHETTLESTON LOOP";"''";"''"
6713;;;"''";"SHETTLESTONE UP";"''";"''"
7915;;;"''";"SHIELDMUIR ROYAL MAIL TERMINAL";"''";"''"
7941;;;"''";"SHIELDMUIR SIGNAL M475";"''";"''"
7201;;;"''";"SHIELDS JN NO.1 LINE";"''";"''"
7200;;;"''";"SHIELDS JN THROUGH SDGS";"''";"''"
7202;;;"''";"SHIELDS TMD(E)";"''";"''"
7916;;;"''";"SHILEDMUIR GB RAILFREIGHT";"''";"''"
69024;;;"''";"SHILTON";"''";"''"
89122;;;"''";"SHIPBREAKERS";"''";"''"
17035;;;"''";"SHIPLEY CROSSLEY EVANS";"''";"''"
17052;;;"''";"SHIPLEY DOCKFIELD JUNCTION";"''";"''"
17022;;;"''";"SHIPLEY EAST JN";"''";"''"
17020;;;"''";"SHIPLEY SOUTH JUNCTION";"''";"''"
17018;;;"''";"SHIPLEY WEST JUNCTION";"''";"''"
28004;;;"''";"SHIREBROOK JUNCTION";"''";"''"
28100;;;"''";"SHIREBROOK WAGON HOLDING SDGS";"''";"''"
26253;;;"''";"SHIREOAKS EAST JN";"''";"''"
26251;;;"''";"SHIREOAKS WEST JN";"''";"''"
51003;;;"''";"SHOEBURYNESS C.S.D.";"''";"''"
50499;;;"''";"SHOEBURYNESS DEPOT LON END JN";"''";"''"
88476;;;"''";"SHORTLANDS JUNCTION";"''";"''"
39009;;;"''";"SHOTTON PAPER COMPANY";"''";"''"
39010;;;"''";"SHOTTON WORKS";"''";"''"
39003;;;"''";"SHOTTON WORKS(BRITISH STEEL)";"''";"''"
64229;;;"''";"SHREWSBURY ABBEY";"''";"''"
64232;;;"''";"SHREWSBURY ABBEY FOREGATE CS";"''";"''"
64226;;;"''";"SHREWSBURY COLEHAM SHELF SDGS";"''";"''"
64225;;;"''";"SHREWSBURY CREWE JN S.B.";"''";"''"
64221;;;"''";"SHREWSBURY NEW YARD";"''";"''"
66027;;;"''";"SHUNTING FRAME";"''";"''"
44218;;;"''";"SIBSEY";"''";"''"
88460;;;"''";"SIDCUP SIDINGS";"''";"''"
88526;;;"''";"SIDCUP SIGNAL NK1538";"''";"''"
10031;;;"''";"SIDDICK JN";"''";"''"
43302;;;"''";"SIDEWAY LOOP (STOKE)";"''";"''"
82343;;;"''";"SIDINGS";"''";"''"
38013;;;"''";"SIDINGS";"''";"''"
4239;;;"''";"SIG 911 HAYMARKET";"''";"''"
86139;;;"''";"SIG BE5102 WINCHFIELD";"''";"''"
15453;;;"''";"SIG MBRO W";"''";"''"
2111;;;"''";"SIG METER(NEWTONHILL)";"''";"''"
6135;;;"''";"SIG YD933";"''";"''"
42144;;;"''";"SIG. CE533";"''";"''"
8604;;;"''";"SIG. PA 335";"''";"''"
31034;;;"''";"SIG. RE25";"''";"''"
6511;;;"''";"SIGHTHILL EAST JN";"''";"''"
6519;;;"''";"SIGHTHILL WEST JN";"''";"''"
36079;;;"''";"SIGNAL 1017";"''";"''"
36074;;;"''";"SIGNAL 1032";"''";"''"
35007;;;"''";"SIGNAL 112";"''";"''"
35006;;;"''";"SIGNAL 149";"''";"''"
38015;;;"''";"SIGNAL 1544";"''";"''"
86338;;;"''";"SIGNAL 28";"''";"''"
86340;;;"''";"SIGNAL 31";"''";"''"
59244;;;"''";"SIGNAL 421";"''";"''"
59245;;;"''";"SIGNAL 426";"''";"''"
38152;;;"''";"SIGNAL 564";"''";"''"
38014;;;"''";"SIGNAL 577";"''";"''"
38017;;;"''";"SIGNAL 601";"''";"''"
38011;;;"''";"SIGNAL 606";"''";"''"
38197;;;"''";"SIGNAL 717";"''";"''"
38203;;;"''";"SIGNAL 722";"''";"''"
36073;;;"''";"SIGNAL 97";"''";"''"
86904;;;"''";"SIGNAL BH16";"''";"''"
42113;;;"''";"SIGNAL BOX";"''";"''"
37009;;;"''";"SIGNAL BOX";"''";"''"
88733;;;"''";"SIGNAL D 230";"''";"''"
88737;;;"''";"SIGNAL D12";"''";"''"
88741;;;"''";"SIGNAL D16";"''";"''"
86102;;;"''";"SIGNAL E222";"''";"''"
86501;;;"''";"SIGNAL E704";"''";"''"
86502;;;"''";"SIGNAL E706";"''";"''"
86521;;;"''";"SIGNAL E740";"''";"''"
86535;;;"''";"SIGNAL E758";"''";"''"
86130;;;"''";"SIGNAL E882";"''";"''"
86129;;;"''";"SIGNAL E883";"''";"''"
4230;;;"''";"SIGNAL EH527";"''";"''"
87168;;;"''";"SIGNAL F410";"''";"''"
87173;;;"''";"SIGNAL F419";"''";"''"
5027;;;"''";"SIGNAL GJ 360";"''";"''"
53222;;;"''";"SIGNAL K214";"''";"''"
7371;;;"''";"SIGNAL M311";"''";"''"
7503;;;"''";"SIGNAL M444";"''";"''"
7989;;;"''";"SIGNAL MC863";"''";"''"
73497;;;"''";"SIGNAL ME152";"''";"''"
73427;;;"''";"SIGNAL ME594";"''";"''"
46207;;;"''";"SIGNAL MTNCE ENGR";"''";"''"
76092;;;"''";"SIGNAL N349";"''";"''"
4203;;;"''";"SIGNAL OPERATING";"''";"''"
79768;;;"''";"SIGNAL PT127";"''";"''"
22029;;;"''";"SIGNAL SUPERVISOR RS&TE DEPT";"''";"''"
86145;;;"''";"SIGNAL SY215";"''";"''"
86125;;;"''";"SIGNAL SY240";"''";"''"
13552;;;"''";"SIGNAL T193";"''";"''"
86089;;;"''";"SILCOCK EXPRESS";"''";"''"
59019;;;"''";"SILEBY JUNCTION";"''";"''"
63216;;;"''";"SILKSTREAM JUNCTION";"''";"''"
229;;;"''";"SILLA";"''";"''"
87575;;;"''";"SILWOOD STABLING SIDINGS";"''";"''"
57456;;;"''";"SINFIN CENTRAL";"''";"''"
57455;;;"''";"SINFIN NORTH";"''";"''"
57457;;;"''";"SINFIN PEARTREE SDGS";"''";"''"
57460;;;"''";"SINFIN SDGS (COLAS)";"''";"''"
